DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2020-0441-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,August Complex fire,USA,United States of America,Northern America,Americas,"Californie, Washington, Oregon, Colorado",,,No,No,No,,,Km2,,,,2020,8,16,2020,10,1,32,,,,,,,7500000,8480744,11000000,12438424,88.43564081,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2020-10-15,2023-09-25
2020-0474-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000218,Hurricane 'Eta',USA,United States of America,Northern America,Americas,"Florida, North Carolina, Virginia",,Flood|Surge,No,No,No,,100,Kph,,,,2020,11,8,2020,11,12,12,,,,,,,,,1500000,1696149,88.43564081,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-12-10,2023-09-25
2020-0483-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Zeta',USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas",,Surge,No,No,No,,175,Kph,,,,2020,10,24,2020,10,30,6,,,,,,,,,3500000,3957680,88.43564081,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2020-11-20,2023-09-25
2020-0538-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Illinois, Wisconsin, North Carolina, Virginia, Maryland",,Flood|Hail,No,No,No,,110,Kph,,,,2020,11,10,2020,11,10,11,,,,,,,,,350000,395768,88.43564081,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2020-12-10,2023-09-25
2020-0580-USA,No,nat-met-sto-der,Natural,Meteorological,Storm,Derecho,,,USA,United States of America,Northern America,Americas,"Plains , Midwest, Mid-Atlantic",,,No,No,No,,,Kph,,,,2020,8,8,2020,8,12,4,,,,,,,5000000,5653829,6800000,7689208,88.43564081,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2021-01-07,2023-09-25
2020-0582-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Missouri, Oklahoma, Texas, Illinois, Indiana, Ohio, Arkansas, Kentucky, Tennessee, West Virginia, Pennnsylvania",,,No,No,No,,,Kph,,,,2020,3,27,2020,3,28,,,,,,,,2200000,2487685,2900000,3279221,88.43564081,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2021-01-13,2023-09-25
2020-0583-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Oklahoma, Arkansas, Indiana, Tennessee, Alabama, Georgia, Florida, South Carolina, Texas, Illinois, North Carolina",,Hail|Lightening,No,No,No,,,Kph,,,,2020,5,20,2020,5,23,2,,,,,,,,,1600000,1809225,88.43564081,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-01-13,2023-09-25
2020-0584-USA,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,South Texas,,,No,No,No,,,Kph,,,,2020,5,27,2020,5,27,,,,,,,,,,1400000,1583072,88.43564081,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-01-13,2023-09-25
2020-9585-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,West and central states,,Heat wave,No,No,No,,,Km2,,,,2020,1,,2020,12,,45,,,,,,,,,4500000,5088446,88.43564081,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3215,""adm1_name"":""Alaska""},{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3225,""adm1_name"":""Hawaii""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2021-01-13,2023-09-25
2021-0011-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,Oregon and Washington States,,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,1,13,2021,1,15,3,,,,,,,,,675000,729019,92.59019293,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2021-01-19,2023-09-25
2021-0037-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,Jefferson county (Alabama),,Flood|Snow/ice,No,No,No,,,Kph,,,,2021,1,24,2021,1,27,1,30,,,30,,,,,120000,129603,92.59019293,"[{""adm2_code"":28727,""adm2_name"":""Jefferson""}]",2021-01-27,2023-09-25
2021-0043-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"San Mateo, Santa Cruz and Monterey Counties (California)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,1,24,2021,1,29,2,,75,,75,,,,,1100000,1188031,92.59019293,"[{""adm2_code"":28891,""adm2_name"":""Monterey""},{""adm2_code"":28905,""adm2_name"":""San Mateo""},{""adm2_code"":28908,""adm2_name"":""Santa Cruz""}]",2021-01-28,2023-09-25
2021-0059-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"New York, New Jersey, Pennsylvania, Virginia, Maine, Washington, Boston (Suffolk, Massachusetts)",,,No,No,Yes,,,Kph,,,,2021,1,30,2021,2,2,4,,,,,,,,,100000,108003,92.59019293,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm2_code"":29907,""adm2_name"":""Suffolk""}]",2021-02-05,2023-09-25
2021-0096-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"North Carolina, Oklahoma, Arkansas, Missouri, Illinois, Kentucky, Tennessee, Louisiana, Mississippi, Colorado, Oregon, Washington, Nebraska, Texas",Polar Vortex,Cold wave,No,No,No,,,Kph,,,,2021,2,10,2021,2,20,235,10,,,10,,,15000000,16200420,30000000,32400840,92.59019293,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2021-02-23,2023-09-25
2021-0117-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Todd, Christian, Breathitt, Lee and Magoffin Counties (Kentucky); Tennessee, West Virginia, Arkansas, Ohio, and Maryland",Heavy rain and thunderstorm,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2021,2,25,2021,3,1,1,1,50,,51,,,,,150000,162004,92.59019293,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm2_code"":29683,""adm2_name"":""Breathitt""},{""adm2_code"":29694,""adm2_name"":""Christian""},{""adm2_code"":29735,""adm2_name"":""Lee""},{""adm2_code"":29744,""adm2_name"":""Magoffin""},{""adm2_code"":29780,""adm2_name"":""Todd""}]",2021-03-02,2023-09-25
2021-0150-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)",Heavy rains,,No,No,Yes,,,Km2,,,,2021,3,8,2021,3,10,1,,,,,,,,,50000,54001,92.59019293,"[{""adm2_code"":29224,""adm2_name"":""Hawaii""},{""adm2_code"":29225,""adm2_name"":""Honolulu""},{""adm2_code"":29226,""adm2_name"":""Kalawao""},{""adm2_code"":29227,""adm2_name"":""Kauai""},{""adm2_code"":29228,""adm2_name"":""Maui""}]",2021-03-16,2023-09-25
2021-0166-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Louisiana, Alabama,Mississippi",,,No,No,Yes,,,Kph,,,,2021,3,16,2021,3,18,,2,90,,92,,,,,500000,540014,92.59019293,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2021-03-22,2023-09-25
2021-0178-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Calhoun, Bibb, Jefferson, Shelby and Calhoun Counties (Alabama); Mississippi; Coweta and Fayette Counties (Georgia); Tennessee; Kentucky",,Flood,No,No,Yes,,,Kph,,,,2021,3,24,2021,3,26,6,,,,,,,,,1700000,1836048,92.59019293,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":28694,""adm2_name"":""Bibb""},{""adm2_code"":28698,""adm2_name"":""Calhoun""},{""adm2_code"":28719,""adm2_name"":""Fayette""},{""adm2_code"":28727,""adm2_name"":""Jefferson""},{""adm2_code"":28748,""adm2_name"":""Shelby""},{""adm2_code"":29102,""adm2_name"":""Coweta""}]",2021-04-08,2023-09-25
2021-0193-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Davidson, Rutherford, Sullivan, Wilson counties; Nashville Metropolitan Region, Lower Mississippi and Tennessee Valley (Tennessee); Arkansas, Alabama, Georgia, Mississippi, South Carolina, North Carolina, Virginia, Pennsylvania, Maryland, New Jersey",Heavy rains,,No,No,No,,,Km2,,,,2021,3,27,2021,3,28,8,,,,,,,,,1300000,1404036,92.59019293,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":31123,""adm2_name"":""Davidson""},{""adm2_code"":31179,""adm2_name"":""Rutherford""},{""adm2_code"":31186,""adm2_name"":""Sullivan""},{""adm2_code"":31199,""adm2_name"":""Wilson""}]",2021-04-12,2023-09-25
2021-0199-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Louisiana, Florida, Mississippi, Alabama",,Hail,No,No,No,,,Kph,,,,2021,4,9,2021,4,11,3,7,,,7,,,,,945000,1020626,92.59019293,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2021-04-13,2023-09-25
2021-0211-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,Southern Louisiana and the Gulf Coast,,Transport accident,No,No,No,,,Kph,,,,2021,4,13,2021,4,15,13,,,,,,,,,215000,232206,92.59019293,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-04-16,2023-09-25
2021-0250-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Burnet, Williamson, Travis Counties (Texas)",,Hail,No,No,No,,,Kph,,,,2021,4,15,2021,4,16,,,,,,,,,,1500000,1620042,92.59019293,"[{""adm2_code"":31226,""adm2_name"":""Burnet""},{""adm2_code"":31426,""adm2_name"":""Travis""},{""adm2_code"":31445,""adm2_name"":""Williamson""}]",2021-05-17,2023-09-25
2021-0251-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma",,Flood|Hail,No,No,No,,,Kph,,,,2021,4,27,2021,5,2,,,,,,,,,,3100000,3348087,92.59019293,"[{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-05-17,2023-09-25
2021-0266-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Alabama, Louisiana, Mississippi, Tennessee, Georgia, Texas, Virginia, Arkansas, South Carolina, North Carolina",,Flood|Hail,No,No,No,,,Kph,,,,2021,5,2,2021,5,4,4,8,,,8,,,,,1300000,1404036,92.59019293,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2021-05-17,2023-09-25
2021-0273-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,East Baton Rouge Parish (eastern Louisiana); Lake Charles City (south-western Louisiana),,Flood,No,No,No,,,Kph,,,,2021,5,14,2021,5,19,6,,250,,250,,,,,1300000,1404036,92.59019293,"[{""adm2_code"":29800,""adm2_name"":""Calcasieu""},{""adm2_code"":29807,""adm2_name"":""East Baton Rouge""}]",2021-05-20,2023-09-25
2021-0305-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Storm 'Claudette',USA,United States of America,Northern America,Americas,"Near Greenville, Butler county (Alabama); Louisiane, Mississippi, Floride ",,Flood|Transport accident,No,No,No,,,Kph,,,,2021,6,18,2021,6,21,14,20,324,,344,,,,,375000,405010,92.59019293,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm2_code"":28697,""adm2_name"":""Butler""}]",2021-06-22,2023-09-25
2021-0335-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,"Bolivar, Sunflower, Panola, and Tallahatchie Counties (Mississippi State); Arkansas, Texas",Heavy rains,,No,No,No,,,Km2,,,,2021,6,7,2021,6,10,,,636,,636,,,,,950000,1026027,92.59019293,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":30084,""adm2_name"":""Bolivar""},{""adm2_code"":30132,""adm2_name"":""Panola""},{""adm2_code"":30145,""adm2_name"":""Sunflower""},{""adm2_code"":30146,""adm2_name"":""Tallahatchie""}]",2021-06-23,2023-09-25
2021-0357-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Telegraph and Mescal Fires,USA,United States of America,Northern America,Americas,"Pinas and Gila counties (Arizona); Montana, Utah",,,No,No,No,,,Km2,,,,2021,6,6,2021,7,4,,25,30,123,178,,,,,10000,10800,92.59019293,"[{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm2_code"":28778,""adm2_name"":""Gila""},{""adm2_code"":28786,""adm2_name"":""Pinal""}]",2021-06-28,2023-09-25
2021-0373-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Elsa',USA,United States of America,Northern America,Americas,"California, Georgia, Florida, North Carolina, South Carolina",,Flood,No,No,Yes,,100,Kph,,,,2021,7,2,2021,7,9,1,9,,,9,,,,,1200000,1296034,92.59019293,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2021-07-20,2023-09-25
2021-0390-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Oregon, Washington, Northern California, Idaho, Western Nevada",,,No,No,No,,46.8,°C,,,,2021,6,26,2021,6,30,229,,,,,,,,,,,92.59019293,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2021-07-09,2023-09-25
2021-0410-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Bootleg Fire ,USA,United States of America,Northern America,Americas,"Arizona, California, Oregon",,,No,No,No,,,Km2,,,,2021,7,6,2021,7,31,,,,483,483,,,,,325000,351009,92.59019293,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3251,""adm1_name"":""Oregon""}]",2021-07-13,2023-09-25
